1  113:1 406:1 410:1 454:1 455:5 474:1 532:1 542:3 665:1 732:1 747:1 800:1 955:1 1134:1 1143:1 1247:1 1274:2 1304:1 1699:1 1853:1 1914:1 2048:1 2060:2 2252:1 2260:1 2423:1 2486:1 2681:1 2731:1 2782:1 2794:1 2882:1 2896:1 2909:1 2999:1 3002:1 3040:1 3169:1 3176:1 3325:1 3457:1 3483:1 3542:1 3556:1 3590:1 3673:3 3809:1 3905:1 4312:1 4395:1 4396:1 4416:1 4465:2 4532:1 4581:1 4804:3 4859:1 4872:1 4881:1 5045:1 5071:1 5203:2 5255:1 5500:1 5542:1 5545:3 5620:1 5632:1 5660:1 5676:1 5836:1 5867:1 6107:1 6188:1 6245:1 6522:1 6575:2 6893:1 6913:2 6975:1 7170:1 7296:1 7300:1 7467:2 7983:1 8052:1 8127:1 8190:3 8220:1 8454:1 8499:1 8503:1 8660:1 8815:1 9172:1 9188:1 9338:2 9415:1 9429:1 9452:1 9524:1 9534:1 9548:1 9612:1 9621:2 9838:2 9945:1 9967:1 10221:1 10355:1 10391:2 10503:3 10523:1 10526:1 10552:1 10725:1 10935:1 11040:2 11069:1 11084:3 11319:1 11418:1 11554:1 11593:1 11646:1 11963:1 12194:2 12375:1 12548:1 12647:1 12738:1 12749:1 12800:1 13332:1 13548:3 13569:1 13808:1 14107:1 14320:2 14329:5 14366:1 14434:1 14475:1 14545:1 14576:1 14624:1 14813:2 15044:1 15123:1 15127:2 15400:1 15500:1 15534:1 15544:1 15591:1 15633:1 15670:1 15693:1 15986:1 16039:2 16138:4 
1  33:1 46:3 99:1 132:5 133:2 150:1 176:1 177:4 181:1 207:1 227:1 232:2 244:1 259:1 280:1 284:1 289:1 302:1 352:2 385:1 400:7 408:2 413:1 451:1 455:4 474:1 477:1 532:2 553:2 643:1 666:1 732:2 791:2 800:1 871:1 948:1 956:1 998:1 1003:1 1043:1 1169:1 1214:1 1241:1 1247:1 1299:1 1320:1 1352:1 1369:2 1375:2 1433:2 1456:1 1475:1 1516:1 1534:2 1549:1 1603:1 1627:1 1699:1 1732:1 1737:1 1777:1 1784:1 1814:1 1841:1 1852:3 1883:1 1898:1 1946:1 1983:1 1993:3 2048:3 2059:4 2071:1 2080:1 2086:1 2112:2 2175:1 2180:1 2208:1 2252:3 2256:2 2267:1 2297:1 2313:1 2366:1 2368:1 2396:4 2413:1 2414:1 2438:3 2486:1 2502:1 2581:1 2727:1 2731:5 2742:3 2747:1 2768:1 2770:1 2806:1 2842:3 2876:1 2892:2 2898:1 2909:11 2910:2 2911:1 2932:1 2949:1 2956:1 2967:1 2968:2 2980:1 3023:1 3033:1 3055:4 3169:2 3179:2 3181:1 3194:1 3230:1 3249:1 3250:1 3276:1 3283:1 3292:1 3325:1 3450:1 3457:2 3467:1 3494:1 3517:2 3519:1 3541:1 3556:1 3560:1 3564:1 3591:1 3624:1 3656:10 3673:2 3706:3 3736:1 3750:3 3759:1 3768:1 3771:1 3772:1 3782:1 3783:1 3792:1 3793:1 3815:1 3849:1 3856:3 3928:1 3952:1 3961:2 3962:2 4014:1 4022:1 4044:1 4085:1 4110:1 4135:3 4136:2 4143:3 4222:1 4312:2 4349:2 4351:1 4359:1 4424:2 4449:3 4465:3 4478:1 4502:1 4512:1 4532:1 4563:1 4574:1 4581:1 4592:1 4599:1 4623:2 4637:1 4648:1 4673:1 4698:1 4730:1 4748:1 4797:5 4804:3 4816:1 4837:1 4838:2 4859:5 4864:1 4866:1 4867:1 4869:1 4886:1 4895:1 4906:1 4910:1 4934:1 4938:1 4956:1 4965:4 4973:2 4987:1 4989:1 5008:1 5020:1 5035:1 5041:1 5045:3 5062:1 5071:1 5085:1 5123:2 5139:1 5200:4 5202:1 5203:1 5216:1 5225:1 5234:1 5255:3 5338:1 5390:3 5416:1 5435:1 5473:1 5474:2 5477:1 5491:1 5527:1 5562:1 5599:1 5607:1 5620:1 5622:1 5625:1 5632:1 5665:2 5697:1 5707:1 5728:1 5735:1 5792:2 5867:1 5873:1 5882:3 5888:1 5921:5 5947:1 5957:5 5961:1 6014:1 6039:5 6096:1 6099:1 6102:1 6188:15 6252:3 6270:1 6295:4 6379:1 6398:1 6448:1 6460:1 6462:1 6484:1 6509:2 6522:30 6537:1 6576:3 6577:2 6725:3 6727:9 6736:2 6866:1 6913:1 6954:1 6975:2 7020:1 7046:1 7067:1 7068:1 7074:1 7092:1 7139:2 7210:2 7245:1 7250:1 7266:2 7274:2 7296:1 7300:2 7316:3 7389:1 7394:1 7446:1 7467:9 7503:1 7643:1 7711:1 7785:1 7837:3 7915:2 7973:2 7983:2 7989:1 8023:2 8047:2 8049:3 8052:9 8062:1 8077:1 8085:2 8101:7 8140:4 8170:1 8185:1 8190:2 8208:2 8224:2 8268:1 8290:1 8316:1 8317:1 8330:1 8349:2 8438:1 8466:1 8491:1 8503:1 8540:10 8547:1 8556:1 8560:1 8630:1 8653:3 8736:1 8764:1 8795:2 8821:1 8824:2 8849:2 8867:4 8873:3 8936:1 9061:2 9105:1 9109:1 9136:1 9172:2 9178:2 9188:2 9219:1 9244:2 9262:3 9270:3 9338:15 9345:1 9380:1 9415:15 9421:1 9460:1 9461:1 9465:6 9474:1 9491:1 9537:2 9548:7 9578:1 9616:1 9619:1 9640:1 9669:1 9707:1 9744:1 9784:2 9814:1 9834:1 9838:8 9848:3 9852:2 9871:1 9905:4 9912:6 9945:1 9982:1 10020:1 10088:1 10149:1 10164:1 10218:1 10239:1 10354:2 10355:8 10363:1 10387:2 10388:1 10391:2 10445:1 10488:1 10503:8 10523:1 10524:1 10528:1 10639:2 10717:3 10739:1 10753:2 10808:1 10821:5 10826:11 10869:1 10891:1 10895:1 10904:1 10935:8 10946:1 10948:1 10953:1 10999:4 11022:2 11037:2 11040:34 11042:2 11047:2 11048:1 11066:1 11069:1 11085:1 11106:1 11116:7 11122:1 11123:4 11126:2 11133:1 11135:1 11153:2 11197:1 11215:1 11216:1 11238:1 11269:2 11287:1 11309:1 11319:2 11366:1 11383:2 11409:2 11412:1 11501:1 11509:1 11511:1 11554:1 11571:1 11608:1 11649:1 11718:1 11739:1 11843:2 11871:1 11892:2 11895:2 11901:2 11960:3 11967:2 11972:1 11981:2 11984:1 11987:2 12015:1 12023:1 12057:1 12108:1 12117:3 12128:2 12130:1 12139:1 12194:2 12216:3 12289:1 12301:1 12313:2 12347:1 12374:6 12383:1 12464:1 12503:1 12523:2 12616:1 12636:1 12637:1 12662:1 12664:1 12700:6 12703:1 12710:2 12719:2 12720:1 12722:1 12745:3 12749:2 12757:1 12767:1 12800:1 12815:2 12839:1 12917:1 12953:1 12976:3 13019:1 13026:1 13055:1 13060:3 13176:1 13233:1 13305:1 13373:1 13374:1 13412:1 13427:1 13431:1 13503:1 13541:1 13548:8 13574:1 13615:1 13643:2 13683:1 13688:1 13719:1 13769:1 13809:1 13891:2 13940:2 13951:1 13955:2 13965:1 13970:1 14084:2 14107:2 14220:1 14261:3 14307:1 14320:1 14329:13 14330:1 14334:2 14335:1 14358:2 14366:1 14434:7 14475:3 14481:1 14500:1 14507:1 14511:1 14634:1 14642:2 14697:2 14741:1 14748:1 14788:1 14813:5 14837:1 14861:1 14952:1 14992:1 15075:1 15123:2 15124:1 15127:3 15261:1 15343:3 15385:5 15394:1 15447:1 15500:3 15520:1 15534:1 15544:6 15549:2 15584:1 15591:2 15631:1 15645:10 15719:1 15757:1 15758:1 15786:1 15801:7 15811:1 15832:3 15851:2 15870:9 15886:3 15895:1 15967:1 15973:1 15977:2 15985:1 15986:2 16005:1 16024:3 16026:3 16039:4 16058:5 16083:2 16088:1 16138:9 
1  25:1 33:5 46:1 85:1 88:1 113:1 133:5 150:6 177:6 205:1 228:1 244:1 258:1 273:1 278:1 280:1 284:2 302:1 309:1 352:1 406:2 408:1 455:4 477:2 494:1 532:6 610:1 627:1 666:2 707:1 732:3 817:2 875:2 932:1 1043:1 1134:1 1214:2 1241:3 1273:1 1274:7 1281:1 1282:1 1320:1 1352:1 1357:1 1389:1 1478:1 2031:2 2042:1 2048:5 2059:2 2060:1 2082:1 2112:1 2208:1 2269:1 2292:1 2310:1 2328:2 2414:1 2438:1 2488:2 2496:4 2639:1 2731:1 2747:2 2755:9 2758:3 2770:2 2783:2 2824:1 2847:1 2906:2 2909:7 2910:1 2975:3 3032:2 3101:1 3136:1 3169:1 3236:1 3292:2 3457:1 3494:6 3517:2 3528:1 3591:5 3673:8 3681:2 3793:1 3809:1 3856:2 3905:1 3961:1 4020:1 4143:2 4174:4 4222:1 4312:3 4395:3 4416:1 4425:3 4449:3 4451:1 4465:1 4648:1 4690:1 4753:1 4797:1 4817:1 4838:1 4859:2 4881:1 4886:2 4893:1 4918:1 4923:2 4965:1 4977:1 5008:1 5123:2 5190:2 5200:2 5202:2 5338:2 5420:2 5472:1 5487:1 5491:1 5493:1 5571:1 5633:2 5735:2 5751:1 5882:7 5884:4 5921:2 5960:4 6039:3 6040:3 6107:2 6188:11 6286:1 6295:1 6460:2 6522:12 6727:2 6736:2 6925:1 6927:1 6994:6 7040:1 7077:1 7097:2 7334:1 7467:4 7516:1 7580:2 7583:1 7723:12 7760:1 7785:1 7837:4 7910:1 7983:2 7989:1 8012:1 8167:1 8185:2 8224:2 8298:3 8350:1 8454:4 8491:2 8499:1 8503:2 8556:1 8625:1 8653:3 8795:1 8815:1 8835:1 8849:1 8873:1 8962:1 8986:1 9013:1 9047:1 9149:3 9172:1 9244:2 9262:15 9270:2 9338:2 9415:3 9423:1 9460:1 9465:1 9477:2 9548:2 9578:2 9603:7 9621:2 9640:1 9807:1 9811:2 9872:1 9902:1 9905:2 9912:3 9939:1 9944:1 9945:1 10020:3 10218:1 10355:11 10391:3 10503:2 10524:3 10528:1 10567:2 10725:1 10739:12 10745:1 10808:2 10817:3 10826:1 10869:2 10891:7 10895:2 10907:1 10935:1 10977:1 10999:1 11040:13 11064:1 11116:1 11153:4 11170:1 11190:1 11195:1 11200:1 11236:1 11240:2 11269:1 11332:1 11383:16 11394:1 11401:1 11509:1 11511:1 11548:1 11554:2 11563:3 11610:4 11646:8 11755:1 11801:3 11834:1 11843:1 11895:1 11901:1 11915:11 11921:1 11923:3 11945:1 12108:5 12175:10 12194:1 12196:1 12374:5 12454:1 12630:1 12647:5 12664:1 12700:11 12741:1 12745:1 12746:1 12749:1 12754:3 12757:1 12767:2 12857:1 13055:1 13060:1 13121:2 13273:1 13332:3 13366:1 13370:1 13394:1 13522:2 13548:12 13553:1 13615:1 13643:2 13719:2 13720:3 13723:1 13736:1 13752:1 13808:1 13823:2 13841:1 13868:1 13940:1 14096:6 14098:4 14107:1 14269:1 14290:1 14307:1 14320:3 14329:13 14334:1 14335:33 14357:1 14358:1 14365:1 14366:2 14367:1 14407:2 14434:3 14475:1 14497:2 14502:1 14552:1 14649:1 14697:1 14813:6 14952:1 14992:1 15075:1 15123:2 15127:9 15145:1 15165:1 15500:5 15530:5 15544:1 15549:1 15586:1 15631:2 15645:6 15690:3 15772:1 15784:4 15801:2 15842:1 15851:6 15853:1 15986:1 16026:1 16039:3 16051:1 16058:4 16084:2 16138:5 
1  133:1 177:1 296:1 406:1 511:1 558:1 655:1 666:5 817:1 912:1 1336:1 1946:2 1950:1 2048:1 2059:1 2112:1 2488:1 2607:1 2755:1 2758:1 2850:1 2876:1 2877:1 2882:1 2910:1 2950:1 3436:1 3764:1 3769:1 3818:1 3962:2 4395:1 4416:2 4532:1 4563:3 4581:1 4599:1 4965:1 5046:1 5111:1 5217:1 5390:1 5414:1 5478:1 5622:1 6188:2 6392:1 6398:1 6423:1 6712:1 6727:2 6975:1 7046:1 7064:1 7296:1 7321:1 7474:1 7620:1 7643:1 7723:1 7910:1 7983:1 8046:1 8067:1 8101:3 8117:1 8251:1 8285:1 8317:1 8748:1 8768:1 8780:1 8997:1 9345:1 9415:1 9465:1 9805:2 9872:1 9934:1 10026:1 10125:1 10355:1 10365:1 10378:1 10526:1 10652:1 10895:2 11093:1 11116:1 11134:1 11153:3 11170:1 11220:1 11240:1 11269:1 11460:1 11895:1 11915:1 11923:1 12501:1 12647:1 12700:1 12754:3 13053:1 13147:3 13284:1 13366:1 13548:1 14096:1 14329:4 14637:1 15075:1 15654:1 15799:1 16026:1 16058:1 16138:1 16153:1 
1  61:1 105:1 142:1 162:1 177:4 280:2 284:6 392:1 406:1 408:1 455:1 532:1 553:1 697:1 868:1 912:1 956:1 998:1 1144:4 1214:1 1241:2 1273:4 1290:1 1336:1 1348:1 1389:2 1915:1 1987:1 2042:1 2048:1 2059:1 2091:1 2175:1 2307:1 2310:1 2486:1 2882:1 2896:1 2954:2 3013:1 3032:1 3034:1 3040:3 3119:1 3169:1 3385:1 3440:1 3441:2 3494:2 3504:1 3556:1 3591:2 3673:1 3772:1 3809:1 3929:2 4050:2 4105:1 4174:1 4209:1 4246:1 4250:1 4425:1 4449:2 4465:2 4502:2 4623:2 4641:1 4804:1 4816:3 4838:1 4886:1 4918:1 4965:1 4971:1 4973:2 4989:2 5035:1 5045:8 5046:2 5112:1 5137:1 5190:1 5255:1 5260:1 5285:1 5390:1 5474:1 5491:1 5574:1 5633:1 5737:1 5921:2 5956:5 5960:2 6023:1 6041:1 6187:1 6188:7 6209:1 6252:1 6386:1 6460:2 6500:1 6522:11 6576:4 6725:1 6813:1 7049:1 7056:1 7067:2 7097:2 7111:1 7405:1 7467:2 7468:1 7516:1 7670:1 7723:1 7741:1 7906:1 7915:4 8046:1 8049:1 8067:1 8362:1 8559:1 8653:1 8815:2 8923:1 8932:1 8974:1 9004:2 9100:1 9122:1 9262:3 9415:1 9509:1 9524:2 9603:8 9621:1 9683:1 9705:1 9905:2 9992:1 10027:1 10116:1 10354:1 10357:1 10391:3 10503:2 10510:2 10558:1 10675:1 10687:1 10821:6 10826:2 10887:1 10891:1 10935:1 10989:1 11037:3 11040:15 11153:8 11166:1 11170:1 11216:1 11253:1 11319:1 11396:1 11495:1 11610:1 11646:2 11882:1 11915:3 11917:2 11923:1 12108:1 12175:2 12194:2 12374:6 12637:6 12700:5 12726:1 12815:1 12867:1 12895:1 12981:2 13019:2 13032:1 13304:1 13317:1 13349:1 13365:2 13548:1 13553:1 13577:1 13635:1 13673:1 13812:1 13940:3 13962:1 13963:1 14098:1 14181:2 14329:8 14434:1 14488:1 14535:2 14788:1 14813:2 15127:1 15179:1 15498:1 15530:12 15544:1 15645:5 15801:1 15888:1 15971:2 16058:1 16081:1 16138:6 16152:1 16169:1 
1  96:2 132:1 135:2 177:1 208:2 408:2 542:2 797:1 817:6 877:4 1143:1 1541:1 1638:1 1769:1 1823:1 1831:1 2048:5 2196:1 2292:5 2319:1 2333:1 2391:2 2396:1 2488:1 2496:9 2581:1 2716:1 2751:2 2758:4 2759:1 2876:1 2911:3 2980:2 3060:1 3140:2 3143:1 3169:2 3262:1 3309:1 3449:1 3491:1 3590:1 3673:4 3707:1 3907:5 4069:1 4245:2 4412:1 4416:1 4859:2 4902:1 4956:1 5128:1 5151:1 5190:1 5255:1 5376:1 5390:1 5468:1 5470:1 5471:1 5571:1 5574:1 5632:1 5751:2 5957:1 5960:1 6099:2 6188:1 6522:1 6725:1 6727:1 6975:1 7266:1 7288:1 7344:1 7399:1 7467:1 7607:3 7723:8 7841:1 7906:1 8023:2 8032:1 8049:3 8067:2 8085:1 8091:1 8163:1 8290:2 8317:1 8325:1 8358:1 8454:1 8599:1 8625:1 8653:1 8733:1 8815:1 8903:2 9007:1 9262:5 9363:1 9380:1 9415:7 9479:3 9712:1 9912:1 9934:3 9978:3 10298:1 10354:2 10503:1 10725:1 10745:1 10891:1 10946:1 11022:1 11040:3 11072:1 11116:1 11135:1 11153:1 11269:1 11418:1 11691:3 11748:1 11750:2 11760:1 11895:2 11901:2 11933:2 12108:9 12194:1 12523:1 12642:10 12700:11 12934:2 13493:2 13548:3 13553:1 14329:5 14349:2 14475:1 14545:1 15452:1 15530:5 15631:1 15645:1 15784:1 15870:1 15998:1 16004:2 16026:7 16128:1 
1  253:1 2292:1 2751:1 2845:1 3522:1 4956:1 5115:1 5390:1 5470:1 6522:1 6813:1 7723:1 7983:1 8624:1 9578:1 9838:1 9871:1 10877:1 10935:1 12700:2 13553:1 14215:1 14329:1 
1  52:2 113:1 150:1 204:1 225:1 246:1 372:3 408:2 425:1 454:1 455:10 494:1 532:1 553:1 603:1 659:1 707:1 752:3 802:1 814:3 868:1 1052:1 1094:1 1214:2 1241:3 1352:1 1762:1 1784:3 1946:1 2031:1 2092:2 2208:1 2292:1 2307:1 2423:1 2731:8 2909:1 2923:2 2961:1 2962:1 2986:2 3005:2 3032:1 3101:1 3169:13 3170:2 3364:1 3421:1 3494:1 3673:1 3761:1 3858:1 3905:1 4046:1 4174:1 4278:1 4351:1 4353:1 4367:1 4371:1 4425:1 4465:5 4585:1 4623:1 4763:1 4784:1 4797:1 4804:1 4864:1 4918:1 4934:1 4965:3 5112:1 5123:1 5137:2 5200:2 5220:1 5255:2 5420:1 5435:10 5464:1 5542:1 5545:1 5574:1 5577:1 5595:1 5632:2 5660:2 5765:1 5836:3 5882:2 5884:2 5921:1 6039:5 6188:6 6460:2 6576:1 6644:1 6714:1 6787:1 6865:1 6913:1 6927:1 6932:7 6975:4 6994:1 7176:1 7257:1 7467:1 7516:1 7711:3 7723:1 7785:1 7840:3 7924:1 7959:8 7983:2 7994:1 8004:1 8023:2 8190:7 8237:1 8261:1 8271:1 8454:1 8498:1 8499:1 8503:2 8556:3 8564:1 8588:1 8795:3 8849:2 8886:1 8918:1 9172:2 9200:1 9244:2 9262:2 9415:5 9452:1 9524:6 9534:2 9548:1 9700:1 9811:1 9871:2 9872:1 9905:4 9939:1 9945:4 10391:2 10445:1 10503:9 10521:1 10523:2 10553:1 10745:2 10808:1 10815:3 10818:1 10821:4 10825:1 10826:1 10891:1 10895:1 10935:1 11037:1 11040:4 11047:6 11085:1 11112:1 11116:8 11153:1 11511:1 11538:1 11563:5 11610:1 11801:1 11803:1 11843:2 11967:1 12154:1 12194:2 12634:2 12664:1 12700:2 12710:1 12719:1 12745:4 12749:1 12983:1 13019:1 13277:1 13384:1 13462:1 13548:9 13692:2 13758:1 13858:1 13940:1 14096:1 14107:2 14290:1 14329:17 14335:13 14368:1 14412:1 14475:2 14552:1 14607:1 14643:1 14649:1 14697:2 14788:1 14813:4 15066:1 15123:1 15127:9 15427:2 15452:1 15500:1 15549:2 15586:1 15591:1 15645:1 15690:1 15801:1 15851:1 16026:2 16039:3 16055:1 16081:1 16138:4 16169:1 16190:1 
1  113:1 132:1 150:1 177:1 401:1 408:2 451:1 455:2 667:1 811:1 818:2 869:2 871:1 1005:1 1066:1 1134:1 1161:1 1541:1 1729:1 2031:2 2092:2 2292:4 2310:1 2438:1 2488:2 2495:1 2520:1 2731:1 2758:2 2770:1 2909:3 2931:1 3005:1 3248:1 3560:1 3673:4 3709:1 3959:1 3960:1 3962:1 4088:3 4341:1 4421:1 4449:1 4753:1 4859:2 4918:1 4956:2 5390:1 5491:1 5531:1 5665:1 5838:1 5956:1 5958:1 6099:6 6188:1 6522:1 6534:1 6644:1 6813:1 6865:2 6932:5 6975:1 7094:1 7210:1 7316:1 7488:1 7521:4 7723:9 7813:1 8023:2 8049:1 8052:1 8134:1 8167:1 8440:1 8469:1 8588:1 8653:1 8685:1 8795:3 8815:1 8831:1 8903:2 9262:5 9361:1 9415:11 9423:1 9524:2 9603:1 9784:1 9840:1 9939:1 9978:1 9982:2 10166:1 10354:1 10503:2 10730:1 10739:3 10759:2 10762:1 10808:2 10877:1 10946:1 10953:1 11037:2 11040:5 11100:1 11153:1 11332:2 11410:1 11412:1 11610:1 11632:1 11901:3 12029:1 12173:1 12319:1 12374:3 12642:2 12700:11 13127:1 13332:1 13370:1 13425:1 13518:1 13548:1 13615:1 13723:1 13754:1 13758:1 13980:1 14060:1 14064:1 14098:1 14288:1 14329:2 14412:1 14475:1 14488:1 14552:1 14788:1 14813:2 14829:6 14974:1 15452:1 15517:1 15520:2 15530:2 15627:1 15631:1 15645:3 15971:1 16031:1 16058:4 16138:1 
1  177:1 296:1 401:1 408:1 451:1 455:2 811:2 869:2 871:1 1005:1 1066:1 1134:1 1336:1 2031:2 2092:1 2292:2 2310:1 2495:1 2758:1 2909:1 3005:1 3020:1 3169:1 3364:1 3560:1 3673:3 3905:1 3959:1 3962:1 4088:3 4341:1 4574:1 4956:2 5200:1 5435:2 5531:1 5545:1 5665:1 5838:1 5884:1 5956:1 5957:1 6099:3 6188:1 6522:1 6534:1 6644:1 6813:1 6932:3 7094:1 7210:1 7316:1 7643:1 7723:8 7840:1 7959:1 8023:3 8049:1 8052:1 8077:1 8167:1 8440:1 8795:3 8815:1 8831:1 8903:2 9415:8 9423:1 9978:1 9982:2 10445:1 10503:1 10558:1 10730:1 10739:3 10759:2 10762:1 10808:2 10815:1 10877:1 11100:1 11610:1 11806:1 11901:2 12029:1 12374:1 12630:1 12642:1 12647:1 12700:11 13370:1 13425:1 13548:3 13615:1 13769:1 14098:1 14288:1 14475:1 14552:1 14788:1 14813:2 14992:1 15127:1 15452:1 15627:1 15971:1 16039:1 16058:1 
